"filename","date","speaker","X","Name","Party","Constituency.x","Female","Dynastic","Votes","Vote_share","Quota","ff","gov","docs","dail","ID_unit","Stratum","Local","labels"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0340198303080038-44.txt",19830308,44,1182,"Michael Bell","Labour Party","Louth",0,0,6435,14.73,0.74,0,1,"asked the minister for the environment the reason for the delay in paying a new house grant to a person details supplied in county louth and if payment will be made during the next two weeks",24,41940,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0340198303080052-412.txt",19830308,412,713,"Jim Fitzsimons","Fianna Fail","Meath",0,0,6133,12.03,0.72,1,0,"asked the minister for posts and telegraphs when a telephone service will be provided for a person details supplied in county meath asked the minister for posts and telegraphs when a telephone service will be provided for a person details supplied in county meath asked the minister for posts and telegraphs when a telephone service will be provided for a person details supplied in county meath",24,41957,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0341198303240044-300.txt",19830324,300,1122,"Proinsias De Rossa","Workers' Party","Dublin North West",0,0,6291,19.78,0.99,0,0,"asked the minister for the environment if he is aware of the advertisement for a senior resident engineer assistant resident engineers and draughtsman technician grade ii in a british engineering magazine called new civil engineer by mayo county council and that so far as can be ascertained these positions have not been advertised in ireland and if he will make a statement on the matter",24,42249,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0360198507040038-818.txt",19850704,818,1231,"M. J. Nolan","Fianna Fail","Carlow Kilkenny",0,0,6998,12.54,0.75,1,0,"asked the minister for social welfare when the correct amount of unemployment benefit will be paid to a person details supplied in county wicklow",24,42548,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0342198305100064-262.txt",19830510,262,375,"Kieran Crotty","Fine Gael","Carlow Kilkenny",0,1,8377,15.01,0.9,0,1,"asked the minister for social welfare when pay-related benefit will be paid to a person details supplied in county kilkenny as he signed on 4 february 1983 asked the minister for social welfare when a widows pension will be paid to a person details supplied in county kilkenny as she applied three months ago asked the minister for social welfare when unemployment assistance will be paid to a person details supplied in county kilkenny as she applied six weeks ago asked the minister for social welfare when unemployment assistance will be paid to a person details supplied in county kilkenny as he applied in december 1982",24,42710,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0342198305240047-1028.txt",19830524,1028,1049,"Alan Shatter","Fine Gael","Dublin South",0,0,7655,14.61,0.88,0,1,"asked the minister for foreign affairs the conditions imposed in respect of the issue of a childs passport to its foster parents and whether it is his intention to introduce any changes in these procedures",24,43043,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0343198306010049-145.txt",19830601,145,340,"Hugh Byrne","Fianna Fail","Wexford",0,0,6492,12.89,0.77,1,0,"asked the minister for social welfare if he will as a matter of urgency increase unemployment assistance to a person details supplied in county wexford as his circumstances warrant the full amount",24,43338,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0359198505300050-23.txt",19850530,23,636,"Liam Aylward","Fianna Fail","Carlow Kilkenny",0,0,9291,16.65,1,1,0,"asked the minister for social welfare the reason unemployment benefit was refused to a person details supplied in county kilkenny who had sufficient contributions from the department of social security in england and who is registered in this country since her return for employment and is genuinely seeking employment asked the minister for social welfare the reason disability benefit has been disallowed to a person details supplied in county kilkenny",24,43388,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0358198505290015-300.txt",19850529,300,1122,"Proinsias De Rossa","Workers' Party","Dublin North West",0,0,6291,19.78,0.99,0,0,"asked the minister for foreign affairs if in view of the continuing acts of aggression by israeli troops and israeli backed forces against irish troops serving with the unifil the government will review its decision to invite the president of israel to make an official visit to this country asked the minister for foreign affairs if dates have been agreed for the proposed official visit to ireland by the president of israel if so the dates on which the visit will take place the proposed programme for the visit and if he will make a statement on the matter",24,43404,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0358198505150032-636.txt",19850515,636,749,"Terry Leyden","Fianna Fail","Roscommon",0,0,8121,24.76,0.99,1,0,"asked the minister for health if he will make arrangements to restore the free milk scheme in the western health board area the reasons for the decision to withdraw this scheme and the cost of this scheme for 1984",24,43540,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0358198505080024-822.txt",19850508,822,450,"Michael J. Noonan","Fianna Fail","Limerick West",0,0,7061,22.21,0.89,1,0,"limerick west asked the minister for social welfare when a free telephone rental allowance will be approved in respect of a person details supplied in county limerick",24,43649,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0357198504240020-155.txt",19850424,155,510,"Sean Calleary","Fianna Fail","Mayo East",0,1,6834,21.69,0.87,1,0,"asked the minister for the environment if he will sanction compulsory purchase orders details supplied received from mayo county council for rural houses at an early date in view of the urgency of some of the applications and if he will allow mayo county council to advertise the houses in those compulsory purchase orders for tender so that there will not be any undue delay in commencing construction on the houses",24,43919,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0357198504240030-14.txt",19850424,14,844,"Bernard Allen","Fine Gael","Cork North Central",0,0,7101,16.6,1,0,1,"asked the minister for social welfare when disability benefit will be paid to a person details supplied in county cork asked the minister for social welfare when a free telephone rental will be granted to a person details supplied in county cork who applied over two months ago",24,43940,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0345198311020064-636.txt",19831102,636,749,"Terry Leyden","Fianna Fail","Roscommon",0,0,8121,24.76,0.99,1,0,"asked the minister for social welfare if he will arrange for the immediate approval of a free electricity allowance for a person details supplied in county roscommon asked the minister for social welfare if he will expedite a decision regarding a free electricity allowance for a person details supplied in county roscommon",24,44045,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0357198504230033-413.txt",19850423,413,941,"Mary Flaherty","Fine Gael","Dublin North West",1,0,4692,14.75,0.74,0,1,"asked the minister for the environment if he will consider establishing a working party for the private rented sector as requested in a recent threshold report",24,44167,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0357198504230117-466.txt",19850423,466,961,"Alice Glenn","Fine Gael","Dublin Central",0,0,3723,8.37,0.5,0,1,"asked the minister for justice if he will give the following information in relation to the pilot family conciliation scheme as initiated by him and as reported in the media details supplied on 5 march 1985 a the authority by which he has launched this service b the projected cost c if the activity is to be carried out by public employees or by grant or contract with a group and d if it is to be carried out by non-public employees if he will supply a copy of the grant application or the states contract drawn up with those who will deliver the service",24,44317,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0357198503280024-888.txt",19850328,888,788,"Rory O'Hanlon","Fianna Fail","Cavan Monaghan",0,0,8372,14.62,0.88,1,0,"asked the minister for the environment if he intends to pay the arbitration award to grades 4 to 7 of local authority staff",24,44354,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0357198503280030-300.txt",19850328,300,1122,"Proinsias De Rossa","Workers' Party","Dublin North West",0,0,6291,19.78,0.99,0,0,"asked the minister for finance if his department is responsible for the implementation of health and safety regulations in the houses of the oireachtas",24,44361,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0346198311220025-946.txt",19831122,946,1242,"Mary O'Rourke","Fianna Fail","Longford Westmeath",0,1,7040,16.22,0.81,1,0,"asked the minister for the environment when a reconstruction grant will be paid to a person details supplied in county westmeath asked the minister for the environment when a £1000 house grant will be paid to a person details supplied in county dublin",24,44428,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0346198311220050-888.txt",19831122,888,788,"Rory O'Hanlon","Fianna Fail","Cavan Monaghan",0,0,8372,14.62,0.88,1,0,"asked the minister for posts and telegraphs when a person details supplied in county monaghan will be paid the balance of his redundancy payment",24,44476,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0346198311300028-214.txt",19831130,214,358,"Ger Connolly","Fianna Fail","Laois Offaly",0,0,7910,14.4,0.86,1,0,"asked the minister for the environment when a mortgage subsidy will be paid to a person details supplied in county laois",24,44668,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0346198312060026-23.txt",19831206,23,636,"Liam Aylward","Fianna Fail","Carlow Kilkenny",0,0,9291,16.65,1,1,0,"asked the minister for the environment if he will arrange to have an inspector call with a view to approving a £1000 new house grant for a person details supplied in county kilkenny as the application has already been refused asked the minister for the environment if he will arrange to have a final inspection for a £1000 new house grant and a mortgage subsidy carried out for a person details supplied in county kilkenny",24,44787,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0346198312130064-908.txt",19831213,908,267,"John O'Leary","Fianna Fail","Kerry South",0,0,7898,23.98,0.96,1,0,"asked the minister for finance if he will outline the proposed plans being examined in his department for the development of the national park in killarney county kerry including the former kenmare estate and if he will make a statement on the matter",24,45076,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0346198312140088-400.txt",19831214,400,404,"Gene Fitzgerald","Fianna Fail","Cork South Central",0,0,7136,14.43,0.87,1,0,"asked the minister for labour if he has filled the vacancy of director of the national manpower service",24,45258,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0346198312140198-888.txt",19831214,888,788,"Rory O'Hanlon","Fianna Fail","Cavan Monaghan",0,0,8372,14.62,0.88,1,0,"asked the minister for social welfare a the number of persons being subsidised from his department under the housing private rented dwellings act 1982 b the maximum and minimum subsidies c the cost in 1983 and d the cost in a full year",24,45373,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0346198312140237-946.txt",19831214,946,1242,"Mary O'Rourke","Fianna Fail","Longford Westmeath",0,1,7040,16.22,0.81,1,0,"asked the minister for social welfare the reason for the reduction in the rate of social welfare benefit being paid at present to a person details supplied in county longford and if he will ensure that the appeal case is held as soon as possible as there are extenuating circumstances in his case asked the minister for social welfare the reason for the reduction in the rate of social welfare benefit being paid to a person details supplied in county longford and the result of the appeal in this case asked the minister for social welfare the reason for the huge reduction in benefits being paid to a person details supplied in county longford and if the appeal will be expedited as there is genuine hardship in this case asked the minister for social welfare the reason for the reduction in the rate of social welfare benefit being paid to a person details supplied in county longford and when his appeal will be heard asked the minister for social welfare the reason for the delay in issuing social welfare benefits to a person details supplied in county westmeath as all necessary certificates have been forwarded asked the minister for social welfare the reason for the reduction in the rate of social welfare benefit being paid to a person details supplied in county longford the result of the appeal and if he is aware of the genuine hardship in this case asked the minister for social welfare the reason for the low rate of pension currently being issued to a person details supplied in county westmeath and the pension that would be issued if the land were to be signed over asked the minister for social welfare the reason for the delay in issuing a decision on a deserted wifes claim by a person details supplied in county roscommon if he is satisfied that the full facts have been taken into account and if he is aware of the severe hardship in this case",24,45433,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0370198611250087-1082.txt",19861125,1082,482,"Jim Tunney","Fianna Fail","Dublin North West",0,1,6408,20.15,1.01,1,0,"asked the minister for social welfare if she is aware that under the new regulations a family details supplied in dublin 11 will have their income from the wifes earnings and the husbands social welfare reduced to a point where when having made mortgage and fuel repayments this family of two adults and five children will be expected to meet all the other costs of living demands out of a total daily average of less than £10 if she regards this as equitable or possible and if she will make a statement on the matter asked the minister for social welfare the reason a person details supplied in dublin 11 is required to sign on daily requiring inter alia a payment of £9 approximately on bus fares out of his total benefit of £39",24,45793,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0370198611250087-413.txt",19861125,413,941,"Mary Flaherty","Fine Gael","Dublin North West",1,0,4692,14.75,0.74,0,1,"asked the minister for social welfare the reason a person details supplied in dublin 11 who is a married woman and has been in receipt of disability benefit for the past three years and is actively seeking work has been refused unemployment assistance and if she will ensure that this case is reviewed again",24,45805,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0370198611270041-300.txt",19861127,300,1122,"Proinsias De Rossa","Workers' Party","Dublin North West",0,0,6291,19.78,0.99,0,0,"asked the minister for social welfare a the reason special pension arrangements do not apply to widowers and b the special arrangement which is made for unemployed widowers who are unable to seek paid employment due to family commitments",24,45868,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0370198612090096-214.txt",19861209,214,358,"Ger Connolly","Fianna Fail","Laois Offaly",0,0,7910,14.4,0.86,1,0,"asked the minister for social welfare the reason arrears of an invalidity pension due since 20 february 1986 to a person details supplied in county offaly have not been paid asked the minister for social welfare the reason occupational injury benefit has been reduced from £8561 to £7372 in respect of a person details supplied in county offaly",24,45968,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0370198612090142-888.txt",19861209,888,788,"Rory O'Hanlon","Fianna Fail","Cavan Monaghan",0,0,8372,14.62,0.88,1,0,"asked the minister for labour the amount of money allocated to the social employment scheme in 1986 the amount of money spent to date the estimated savings through statutory deductions and savings on social welfare payments and if he will make a statement on the matter asked the minister for labour when a decision will be made on the application of monaghan county council to retain employees under the social employment scheme asked the minister for labour the total amount of money allocated to monaghan county council for the social employment scheme the period over which it is intended to allocate the moneys and if the council will be in a position to expend all the moneys",24,46028,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0356198502190083-822.txt",19850219,822,450,"Michael J. Noonan","Fianna Fail","Limerick West",0,0,7061,22.21,0.89,1,0,"limerick west asked the minister for agriculture the progress that the national potato co-operative has made to date the amount allocated by his department this year towards the promotion of this work and if he will make a statement on the matter",24,46122,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0356198502190085-145.txt",19850219,145,340,"Hugh Byrne","Fianna Fail","Wexford",0,0,6492,12.89,0.77,1,0,"asked the minister for agriculture when he will pay a grant in respect of a new milk bulk tank to a farmer details supplied in county wexford",24,46124,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0347198402140009-326.txt",19840214,326,703,"Sean Doherty","Fianna Fail","Roscommon",0,0,9362,28.54,1.14,1,0,"asked the taoiseach the number of persons in industrial employment in county roscommon on 1 january 1984 and the number of males and females in industrial employment there on that date",24,46156,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0347198402150025-44.txt",19840215,44,1182,"Michael Bell","Labour Party","Louth",0,0,6435,14.73,0.74,0,1,"asked the minister for the environment the number of families on the waiting list for houses at dundalk urban district louth county council and drogheda corporation at 31 december each year for the past five years if the categories involved on the housing list of the three local authorities are a married couples with families b single persons and c people who would qualify for housing in old persons dwellings",24,46285,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0369198611120020-635.txt",19861112,635,745,"Tom Leonard","Fianna Fail","Dublin Central",0,0,15236,46.59,0.93,1,0,"asked the minister for health the arrangements he has made to replace the hope hostel in dublin and the amount of extra money he has allocated in the current year for this purpose",24,46320,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0370198611200054-446.txt",19861120,446,955,"Pat the Cope Gallagher","Fianna Fail","Donegal South West",0,0,8165,25.36,1.01,1,0,"asked the minister for education if he will give details of all schools in county donegal to be reconstructed extended or replaced stating the projected cost in each case",24,46395,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0370198611200067-355.txt",19861120,355,911,"Bernard Durkan","Fine Gael","Kildare",0,0,9594,19.84,1.19,0,1,"asked the minister for the environment if he will consider a holding an election for the restoration of the naas urban district council and/or b indicating whether there are any other means whereby powers could be restored to the former authority",24,46414,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0370198611200082-266.txt",19861120,266,898,"Frank Crowley","Fine Gael","Cork North West",0,0,7381,22.21,0.89,0,1,"asked the minister for agriculture when a person details supplied in county cork will be assessed for headage payments",24,46432,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0367198606120037-1077.txt",19860612,1077,157,"Sean Treacy","Labour Party","Tipperary South",0,0,8050,19.98,1,0,1,"asked the minister for social welfare the reason for the inordinate delay in the payment of unemployment benefit in the case of a person details supplied in county waterford who has been signing for unemployment benefit for the past 16 weeks and as yet has received no payment or explanation in respect of her claim and if she will make a statement on the matter",24,46557,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0355198501310035-822.txt",19850131,822,450,"Michael J. Noonan","Fianna Fail","Limerick West",0,0,7061,22.21,0.89,1,0,"limerick west asked the minister for social welfare when unemployment assistance will be paid to a person details supplied in county limerick limerick west asked the minister for social welfare when unemployment assistance will be paid to a person details supplied in county limerick limerick west asked the minister for social welfare when unemployment assistance will be paid to a person details supplied in county limerick",24,46580,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0367198606050041-946.txt",19860605,946,1242,"Mary O'Rourke","Fianna Fail","Longford Westmeath",0,1,7040,16.22,0.81,1,0,"asked the minister for the environment if he will now arrange to have the non-payment of a reconstruction grant to a person details supplied in county westmeath fully investigated",24,46693,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0354198412040115-373.txt",19841204,373,1128,"Frank Fahey","Fianna Fail","Galway West",0,0,5475,11.1,0.67,1,0,"asked the minister for labour if he will give full details of all financial and other assistance available to organisations involved in community youth work",24,46864,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0366198605200052-946.txt",19860520,946,1242,"Mary O'Rourke","Fianna Fail","Longford Westmeath",0,1,7040,16.22,0.81,1,0,"asked the minister for the environment the reason for the delay in carrying out a house inspection for reconstruction grant purposes for a person details supplied in county westmeath and when this inspection will be carried out",24,47014,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0366198605200142-762.txt",19860520,762,1006,"Gay Mitchell","Fine Gael","Dublin South Central",0,1,10074,21.97,1.1,0,1,"asked the minister for labour the procedures used for accounting to the government by each state board under his control and if all of these are in keeping with modern accounting and reporting practices",24,47126,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0349198403210042-300.txt",19840321,300,1122,"Proinsias De Rossa","Workers' Party","Dublin North West",0,0,6291,19.78,0.99,0,0,"asked the minister for health the number of travelling children taken into care by court order under the 1908 childrens act in the eastern health board area for each of the past five years",24,47161,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0349198403270053-908.txt",19840327,908,267,"John O'Leary","Fianna Fail","Kerry South",0,0,7898,23.98,0.96,1,0,"asked the minister for social welfare when an old age pension will be granted to a person details supplied in county kerry asked the minister for social welfare when an invalidity pension book will be issued to a person details supplied in county kerry and if he will make a statement on the matter asked the minister for social welfare when disability benefit will be paid to a person details supplied in county kerry in view of the fact that she is sending in medical certificates and if he will make a statement on the matter asked the minister for social welfare when unemployment benefit will be paid to a person details supplied in county kerry",24,47309,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0349198403270053-245.txt",19840327,245,1198,"Cathal Coughlan","Fianna Fail","Donegal South West",0,1,17960,56.55,1.13,1,0,"asked the minister for social welfare the grounds on which payment of unemployment benefit has been refused to a person details supplied in county donegal asked the minister for social welfare if he will provide details of insurance contributions paid or credited in respect of a person details supplied in county donegal",24,47310,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0349198403280036-1076.txt",19840328,1076,1172,"Noel Treacy","Fianna Fail","Galway East",0,0,5785,17.63,0.71,1,0,"asked the minister for finance the reason a refund of tax has not been paid to a person details supplied in county galway if the maximum tax-free allowance for a wife and seven children is not being given to this person the total refund which will be paid to this person the date on which it will be paid the maximum tax-free allowance that will be given to this person the date on which it will be allowed and if he will make a statement on the matter",24,47360,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0350198405020044-908.txt",19840502,908,267,"John O'Leary","Fianna Fail","Kerry South",0,0,7898,23.98,0.96,1,0,"asked the minister for fisheries and forestry if there are proposals before his department for the transfer of some of the forestry lands in the killarney area to the office of public works if so if he will give an assurance that there will be no redundancies amongst the forestry employees and if he will make a statement on the matter",24,47731,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0354198411200027-145.txt",19841120,145,340,"Hugh Byrne","Fianna Fail","Wexford",0,0,6492,12.89,0.77,1,0,"asked the minister for the environment when he will provide finance for the provision of a sewerage scheme at carrig-on-bannow county wexford",24,48033,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0350198405100019-602.txt",19840510,602,571,"Michael Kitt","Fianna Fail","Galway East",0,1,6208,18.92,0.76,1,0,"asked the minister for agriculture the savings involved in discontinuing the ai and lime subsidy",24,48132,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0350198405150036-245.txt",19840515,245,1198,"Cathal Coughlan","Fianna Fail","Donegal South West",0,1,17960,56.55,1.13,1,0,"asked the minister for the environment when an inspection will be carried out with a view to approving a house improvement grant for a person details supplied in county donegal",24,48186,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0350198405150064-704.txt",19840515,704,1000,"Sean McCarthy","Fianna Fail","Tipperary South",0,0,6996,17.37,0.87,1,0,"asked the minister for social welfare when an application for a non-contributory widows pension will be granted for a person details supplied in county tipperary and the amount of money that will be paid",24,48220,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0350198405150066-207.txt",19840515,207,667,"Hugh Conaghan","Fianna Fail","Donegal North East",0,0,6599,21.83,0.87,1,0,"asked the minister for social welfare the reason unemployment benefit has been refused to a person details supplied in county donegal asked the minister for social welfare the reason unemployment benefit was refused to a person details supplied in county donegal",24,48231,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0365198604290037-660.txt",19860429,660,993,"Denis Lyons","Fianna Fail","Cork North Central",0,0,4999,11.69,0.7,1,0,"asked the minister for the public service the number of applications received in response to the most recent competition for the recruitment of prison officers the number who qualified the number who will be interviewed the number of vacancies to be filled the cost of the competition and whether the applicants were charged an application fee",24,48363,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0365198604290046-374.txt",19860429,374,214,"Jackie Fahey","Fianna Fail","Waterford",0,0,6230,14.53,0.73,1,0,"asked the minister for finance the reason for the delay in having a refund of income tax paid to a person details supplied in county waterford",24,48373,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0365198604290060-1097.txt",19860429,1097,825,"Joe Walsh","Fianna Fail","Cork South West",0,0,8432,25.54,1.02,1,0,"asked the minister for agriculture the plans if any he has for the development of the pig processing industry in the cork region and if he will make a statement on the matter",24,48410,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0365198604150018-18.txt",19860415,18,165,"David Andrews","Fianna Fail","Dun Laoghaire",0,0,7643,15.23,0.91,1,0,"asked the minister for health if he will consider amending the existing vhi legislation to allow the voluntary health insurance board to invest in or manage private hospitals",24,48466,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0365198604150117-199.txt",19860415,199,195,"Gerry Collins","Fianna Fail","Limerick West",0,1,12719,40,1.6,1,0,"asked the minister for agriculture if he will make a statement on the imports of cereal substitutes into the different ec member states each year for the past three years with particular reference to the type quantity and value of cereal substitutes from the different countries involved if he will comment on the fact that the cereal imports into the community practically equal the amount of the community member states grain placed in intervention last year and on the costs of these intervention measures for the years involved for the different member states using this mechanism for dealing with cereal surpluses and the reasons offered by the commission as to why these cereal substitutes are allowed having regard to the problems now being faced by irish cereal growers",24,48604,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0353198410250036-676.txt",19841025,676,434,"Ray MacSharry","Fianna Fail","Sligo Leitrim",0,0,7897,17.01,0.85,1,0,"asked the minister for finance the amount of loans granted by new community instrument to small and medium sized enterprises the nature of the projects their location and employment content and the date of issue and the nature of projects funded by the 1983 nci loan to Údarás na gaeltachta its location and employment content",24,48651,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0365198604090038-1117.txt",19860409,1117,1085,"Ivan Yates","Fine Gael","Wexford",0,0,7166,14.23,0.85,0,1,"asked the minister for labour if he will reconsider as a matter of extreme urgency the funding of individual participants in anco prototype development courses who are over 25 years old if he would consider it more appropriate to fund similar future cases rather than terminate existing approvals for participants to those courses if he will particularly reconsider payments for a person details supplied in county wexford in view of the enormous potential of the small business projects he is presently working on",24,48695,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0352198410180028-245.txt",19841018,245,1198,"Cathal Coughlan","Fianna Fail","Donegal South West",0,1,17960,56.55,1.13,1,0,"asked the minister for social welfare when a decision will be given in respect of an appeal against the non-payment of unemployment benefit to a person details supplied in county donegal asked the minister for social welfare when arrears of maternity allowance and/or unemployment benefit will be paid to a person details supplied in county donegal",24,48712,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0364198603130042-1117.txt",19860313,1117,1085,"Ivan Yates","Fine Gael","Wexford",0,0,7166,14.23,0.85,0,1,"asked the minister for social welfare when unemployment assistance payments will be issued to a person details supplied in county wexford the reason for the delay in issuing payment if he is entitled to free butter milk footwear vouchers and if she agrees that unemployment assistance payments are not adequate to deal with the problems of widowers",24,48784,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0364198603130044-373.txt",19860313,373,1128,"Frank Fahey","Fianna Fail","Galway West",0,0,5475,11.1,0.67,1,0,"asked the minister for agriculture if in view of the success in 1984 and 1985 of the pilot scheme for the aerial application of fertiliser in connemara under the hill land improvement scheme part 2 he proposes to approve the continuation of this scheme this year",24,48786,5,1,"local"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0352198410170028-491.txt",19841017,491,70,"Charles Haughey","Fianna Fail","Dublin North Central",0,1,14516,35.87,1.79,1,0,"asked the minister for finance the names of all the professional economists appointed in his department since december 1982 including their date of appointment and where relevant the date of termination of their appointment",24,48876,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0364198602250036-84.txt",19860225,84,660,"Vincent Brady","Fianna Fail","Dublin North Central",0,0,3465,8.56,0.43,1,0,"asked the minister for health if he intends to introduce legislation for private nursing homes and if he will make a statement on the matter",24,48966,5,0,"not"
"/gpfs/group/dynrr/ireland/xml_by_session/24/xml/speech/raw_speech-D0364198602250064-1953.txt",19860225,1953,1151,"Maurice Manning","Fine Gael","Dublin North East",0,0,4390,13.5,0.68,0,1,"asked the minister for finance the number of people collecting contributory orphans pensions on behalf of orphans under their care who are taxed on these pensions as part of their income",24,49002,5,0,"not"
